id,type,address,number,postal_code,municipality,province,location,public,available,hours,full_address,lat,lon
11874,Appareil fixe-Vast apparaat,Rodeloopstraat,2.0,2170.0,ANTWERPEN,Antwerpen,/,Oui-Ja,Oui-Ja,,"2.0 Rodeloopstraat, ANTWERPEN, Antwerpen, Belgium 2170",51.2511843,4.4403296
11875,Appareil fixe-Vast apparaat,Terlindenhofstraat,150.0,2170.0,ANTWERPEN,Antwerpen,/,Oui-Ja,Oui-Ja,,"150.0 Terlindenhofstraat, ANTWERPEN, Antwerpen, Belgium 2170",51.2475348,4.4438425
11876,Appareil fixe-Vast apparaat,Vogelzanglaan,6.0,2020.0,ANTWERPEN,Antwerpen,/,Oui-Ja,Oui-Ja,,"6.0 Vogelzanglaan, ANTWERPEN, Antwerpen, Belgium 2020",51.1890473,4.4025987
11877,Appareil fixe-Vast apparaat,Koningin Elisabethstraat,9.0,2610.0,ANTWERPEN,Antwerpen,/,Oui-Ja,Oui-Ja,,"9.0 Koningin Elisabethstraat, ANTWERPEN, Antwerpen, Belgium 2610",51.1712999,4.3912369
11878,Appareil fixe-Vast apparaat,Rue de la Strale,262.0,6792.0,Rachecourt,Luxembourg,Hall d entrée prêt d alarme,Oui-Ja,Non-Nee,,"262.0 Rue de la Strale, Rachecourt, Luxembourg, Belgium 6792",49.592237,5.723859
11879,Appareil fixe-Vast apparaat,Hoofdfrontweg,9.0,2660.0,ANTWERPEN,Antwerpen,/,Oui-Ja,Oui-Ja,,"9.0 Hoofdfrontweg, ANTWERPEN, Antwerpen, Belgium 2660",51.164741,4.3485606
11880,Appareil fixe-Vast apparaat,Oudestraat,51.0,2660.0,ANTWERPEN,Antwerpen,/,Oui-Ja,Oui-Ja,,"51.0 Oudestraat, ANTWERPEN, Antwerpen, Belgium 2660",51.1750737,4.3536104
11881,Appareil fixe-Vast apparaat,Rue haute,22.0,6791.0,Athus,Luxembourg,Service population,Oui-Ja,Non-Nee,,"22.0 Rue haute, Athus, Luxembourg, Belgium 6791",49.5616399,5.8306643
11882,Appareil fixe-Vast apparaat,Rue Reifenberg,11.0,6792.0,Aix-Sur-Cloie,Luxembourg,Couloir devant cuisine,Oui-Ja,Non-Nee,,"11.0 Rue Reifenberg, Aix-Sur-Cloie, Luxembourg, Belgium 6792",49.5769625,5.7824483
11883,Appareil fixe-Vast apparaat,Alfons Scheinderlaan,435.0,2100.0,ANTWERPEN,Antwerpen,/,Oui-Ja,Oui-Ja,,"435.0 Alfons Scheinderlaan, ANTWERPEN, Antwerpen, Belgium 2100",51.2256624,4.4731778
11884,Appareil fixe-Vast apparaat,Ruggeveldstraat,488.0,2000.0,ANTWERPEN,Antwerpen,/,Oui-Ja,Oui-Ja,,"488.0 Ruggeveldstraat, ANTWERPEN, Antwerpen, Belgium 2000",51.226846,4.5055494
11885,Appareil fixe-Vast apparaat,Turnhoutsebaan,139.0,2140.0,ANTWERPEN,Antwerpen,/,Oui-Ja,Oui-Ja,,"139.0 Turnhoutsebaan, ANTWERPEN, Antwerpen, Belgium 2140",51.215139,4.4447844
11886,Appareil fixe-Vast apparaat,Van Heybeeckstraat,9.0,2170.0,ANTWERPEN,Antwerpen,/,Oui-Ja,Oui-Ja,,"9.0 Van Heybeeckstraat, ANTWERPEN, Antwerpen, Belgium 2170",51.2474611,4.4495781
11887,Appareil fixe-Vast apparaat,Oorderseweg,83.0,2180.0,ANTWERPEN,Antwerpen,/,Oui-Ja,Oui-Ja,,"83.0 Oorderseweg, ANTWERPEN, Antwerpen, Belgium 2180",51.2801477,4.4145161
11888,Appareil fixe-Vast apparaat,Rue de l Atre,149.0,6792.0,Rachecourt,Luxembourg,Hall d entrée principale,Oui-Ja,Non-Nee,,"149.0 Rue de l Atre, Rachecourt, Luxembourg, Belgium 6792",49.591897,5.7273979
11889,Appareil fixe-Vast apparaat,Plantin Moretuslei,343.0,2140.0,ANTWERPEN,Antwerpen,/,Oui-Ja,Oui-Ja,,"343.0 Plantin Moretuslei, ANTWERPEN, Antwerpen, Belgium 2140",51.209148,4.4330717
11890,Appareil fixe-Vast apparaat,Arenaplein,1.0,2100.0,ANTWERPEN,Antwerpen,/,Oui-Ja,Oui-Ja,,"1.0 Arenaplein, ANTWERPEN, Antwerpen, Belgium 2100",51.2067943,4.4583544
11891,Appareil fixe-Vast apparaat,Emiel Vloorsstraat,2.0,2020.0,ANTWERPEN,Antwerpen,/,Oui-Ja,Oui-Ja,,"2.0 Emiel Vloorsstraat, ANTWERPEN, Antwerpen, Belgium 2020",51.1932216,4.3751036
11892,Appareil fixe-Vast apparaat,Interleuvenlaan ,,3001.0,Leuven,Vlaams-Brabant,EHBO lokaal (gelijkvloers),Non-Nee,Non-Nee,Zondag 22:00u tem Vrijdag 22:00," Interleuvenlaan , Leuven, Vlaams-Brabant, Belgium 3001",50.8507187,4.7303674
11893,Appareil fixe-Vast apparaat,Emiel Lemineurstraat,72.0,2170.0,ANTWERPEN,Antwerpen,/,Oui-Ja,Oui-Ja,,"72.0 Emiel Lemineurstraat, ANTWERPEN, Antwerpen, Belgium 2170",51.2378779,4.4433601
11894,Appareil fixe-Vast apparaat,Sint-Andriesplaats,24.0,2000.0,ANTWERPEN,Antwerpen,/,Oui-Ja,Oui-Ja,,"24.0 Sint-Andriesplaats, ANTWERPEN, Antwerpen, Belgium 2000",51.2134217,4.3985345
11895,Appareil fixe-Vast apparaat,Oortbroek,4.0,2170.0,ANTWERPEN,Antwerpen,/,Oui-Ja,Oui-Ja,,"4.0 Oortbroek, ANTWERPEN, Antwerpen, Belgium 2170",51.250976,4.4315176
11896,Appareil fixe-Vast apparaat,Bist,1.0,2610.0,ANTWERPEN,Antwerpen,/,Oui-Ja,Oui-Ja,,"1.0 Bist, ANTWERPEN, Antwerpen, Belgium 2610",51.16988,4.3952
11897,Appareil fixe-Vast apparaat,Burgemeester jozef nolfplein,1.0,2170.0,ANTWERPEN,Antwerpen,/,Oui-Ja,Oui-Ja,,"1.0 Burgemeester jozef nolfplein, ANTWERPEN, Antwerpen, Belgium 2170",51.2419686,4.4412272
11898,Appareil fixe-Vast apparaat,Moorkesplein,1.0,2140.0,ANTWERPEN,Antwerpen,/,Oui-Ja,Oui-Ja,,"1.0 Moorkesplein, ANTWERPEN, Antwerpen, Belgium 2140",51.2138078,4.4439088
11899,Appareil fixe-Vast apparaat,Marneflaan,3.0,2660.0,ANTWERPEN,Antwerpen,/,Oui-Ja,Oui-Ja,,"3.0 Marneflaan, ANTWERPEN, Antwerpen, Belgium 2660",51.1713614,4.3519807
11900,Appareil fixe-Vast apparaat,Antwerpsebaan,140.0,2040.0,ANTWERPEN,Antwerpen,/,Oui-Ja,Oui-Ja,,"140.0 Antwerpsebaan, ANTWERPEN, Antwerpen, Belgium 2040",51.3420802,4.3216766
11901,Appareil fixe-Vast apparaat,Veltwijcklaan,31.0,2180.0,EKEREN,Antwerpen,/,Oui-Ja,Oui-Ja,,"31.0 Veltwijcklaan, EKEREN, Antwerpen, Belgium 2180",51.2793271,4.4273199
11902,Appareil fixe-Vast apparaat,Quinten Matsijslei,50.0,2000.0,ANTWERPEN,Antwerpen,/,Oui-Ja,Oui-Ja,,"50.0 Quinten Matsijslei, ANTWERPEN, Antwerpen, Belgium 2000",51.2127018,4.4163976
11903,Appareil fixe-Vast apparaat,Europark-zuid,21.0,9100.0,Sint Niklaas,Oost-Vlaanderen,,Oui-Ja,Non-Nee,,"21.0 Europark-zuid, Sint Niklaas, Oost-Vlaanderen, Belgium 9100",51.1605247,4.1711338
11904,Appareil fixe-Vast apparaat,Chemin de la Reconversion,19.0,7110.0,Houdeng - Goegnies,Hainaut,.,Oui-Ja,Non-Nee,,"19.0 Chemin de la Reconversion, Houdeng - Goegnies, Hainaut, Belgium 7110",50.4956804,4.1823321
11905,Appareil fixe-Vast apparaat,Avenue de l enseignement,20.0,7330.0,Saint-Ghislain,Hainaut,.,Non-Nee,Non-Nee,,"20.0 Avenue de l enseignement, Saint-Ghislain, Hainaut, Belgium 7330",50.4455945,3.8184285
11906,Appareil fixe-Vast apparaat,Rue du Grand Large,2.0,7000.0,Mons,Hainaut,.,Oui-Ja,Non-Nee,,"2.0 Rue du Grand Large, Mons, Hainaut, Belgium 7000",50.4688667,3.9369013
11907,Appareil fixe-Vast apparaat,Rie du Geron ,2.0,5300.0,ANDENNE,Namur,/,Oui-Ja,Oui-Ja,,"2.0 Rie du Geron , ANDENNE, Namur, Belgium 5300",50.5034488,5.1209604
11908,Appareil fixe-Vast apparaat,LIEFDESTRAAT,10.0,3300.0,BOST,Vlaams-Brabant,INKOM,Oui-Ja,Oui-Ja,,"10.0 LIEFDESTRAAT, BOST, Vlaams-Brabant, Belgium 3300",50.8082305,4.9444945
11909,Appareil fixe-Vast apparaat,rekollettenstraat,23.0,8500.0,KORTRIJK,West-Vlaanderen,INKOM,Oui-Ja,Oui-Ja,,"23.0 rekollettenstraat, KORTRIJK, West-Vlaanderen, Belgium 8500",50.8316332,3.2577036
11910,Appareil fixe-Vast apparaat,Poldergotestraat,22.0,9240.0,Zele,Oost-Vlaanderen,"Gelijkvloers, achter personeelsingang. Naast de EHBO kamer.",Oui-Ja,Oui-Ja,,"22.0 Poldergotestraat, Zele, Oost-Vlaanderen, Belgium 9240",51.0844405,4.0429986
11911,Appareil fixe-Vast apparaat,Begoniastraat,,9810.0,EKE,Oost-Vlaanderen,/,Oui-Ja,Oui-Ja,," Begoniastraat, EKE, Oost-Vlaanderen, Belgium 9810",50.9744975,3.6594914
11912,Appareil fixe-Vast apparaat,Rue des Forgerons,102.0,6001.0,MARCINELLE,Hainaut,VERGADERZAAL 1E VERDIEPING,Oui-Ja,Oui-Ja,,"102.0 Rue des Forgerons, MARCINELLE, Hainaut, Belgium 6001",50.3921535,4.4515127
11913,Appareil fixe-Vast apparaat,Rue de la Dolomie,3.0,5580.0,ROCHEFORT,Namur,IN BUREEL,Oui-Ja,Oui-Ja,,"3.0 Rue de la Dolomie, ROCHEFORT, Namur, Belgium 5580",50.1782098,5.2077713
11914,Appareil fixe-Vast apparaat,Begoniastraat ,,9810.0,EKE,Oost-Vlaanderen,INKOM,Oui-Ja,Oui-Ja,," Begoniastraat , EKE, Oost-Vlaanderen, Belgium 9810",50.9744975,3.6594914
11915,Appareil fixe-Vast apparaat,Ekkelgaarden,6.0,3500.0,HASSELT,Limburg,INKOM,Oui-Ja,Oui-Ja,,"6.0 Ekkelgaarden, HASSELT, Limburg, Belgium 3500",50.9081984,5.3501986
11916,Appareil fixe-Vast apparaat,Deurnestraat,253.0,2640.0,MORTSEL,Antwerpen,INKOM,Oui-Ja,Oui-Ja,,"253.0 Deurnestraat, MORTSEL, Antwerpen, Belgium 2640",51.1809058,4.4470807
11917,Appareil fixe-Vast apparaat,Zelliksesteenweg,12.0,1082.0,SINT-AGATHA-BERCHEM,Bruxelles-Brussel,1R IN BERGRUIMTE,Oui-Ja,Oui-Ja,,"12.0 Zelliksesteenweg, SINT-AGATHA-BERCHEM, Bruxelles-Brussel, Belgium 1082",50.8703402,4.2893621
11918,Appareil fixe-Vast apparaat,Weidenstraat,38.0,8520.0,KUURNE,West-Vlaanderen,BUREAU,Oui-Ja,Oui-Ja,,"38.0 Weidenstraat, KUURNE, West-Vlaanderen, Belgium 8520",50.8532632,3.2950291
11919,Appareil fixe-Vast apparaat,Rue des Entrepreneurs,,5020.0,NAMEN,Namur,BUREEL,Oui-Ja,Oui-Ja,," Rue des Entrepreneurs, NAMEN, Namur, Belgium 5020",50.4859066,4.8043439
11920,Appareil fixe-Vast apparaat,Patroonschapstraat,5.0,3010.0,KESSEL-LO,Vlaams-Brabant,BUITENKANT INKOM,Oui-Ja,Oui-Ja,,"5.0 Patroonschapstraat, KESSEL-LO, Vlaams-Brabant, Belgium 3010",50.8846192,4.7241202
11921,Appareil fixe-Vast apparaat,Waversebaan,81.0,3050.0,OUD-HEVERLEE,Vlaams-Brabant,BUITENKANT INKOM,Oui-Ja,Oui-Ja,,"81.0 Waversebaan, OUD-HEVERLEE, Vlaams-Brabant, Belgium 3050",50.8345102,4.6624068
11922,Appareil fixe-Vast apparaat,Pastoor Tilemansstraat,4.0,3050.0,OUD-HEVERLEE,Vlaams-Brabant,BUITENKAST,Oui-Ja,Oui-Ja,,"4.0 Pastoor Tilemansstraat, OUD-HEVERLEE, Vlaams-Brabant, Belgium 3050",50.8061354,4.6490049
11923,Appareil fixe-Vast apparaat,Egebhovenstraat,,3060.0,BERTEM,Vlaams-Brabant,INKOM,Oui-Ja,Oui-Ja,," Egebhovenstraat, BERTEM, Vlaams-Brabant, Belgium 3060",50.8623231,4.6358119
11924,Appareil fixe-Vast apparaat,Joseph van instraalt,37.0,2500.0,LIER,Antwerpen,BUITENKAST INKOM,Oui-Ja,Oui-Ja,,"37.0 Joseph van instraalt, LIER, Antwerpen, Belgium 2500",51.1208918,4.5911588
11925,Appareil fixe-Vast apparaat,Middelkouter,10.0,9450.0,HAALTERT,Oost-Vlaanderen,BUITENGEVEL NAAST INKOM,Oui-Ja,Oui-Ja,,"10.0 Middelkouter, HAALTERT, Oost-Vlaanderen, Belgium 9450",50.89859,4.00715
11926,Appareil fixe-Vast apparaat,Dwarsstraat,69.0,9450.0,DENDERHOUTEM,Oost-Vlaanderen,BUITENKANT INKOM,Oui-Ja,Oui-Ja,,"69.0 Dwarsstraat, DENDERHOUTEM, Oost-Vlaanderen, Belgium 9450",50.8730795,4.0088229
11927,Appareil fixe-Vast apparaat,Edestraat,99.0,9450.0,DENDERHOUTEM,Oost-Vlaanderen,Buitenkant inkom tennis ,Oui-Ja,Oui-Ja,,"99.0 Edestraat, DENDERHOUTEM, Oost-Vlaanderen, Belgium 9450",50.910128,3.98694
11928,Appareil fixe-Vast apparaat,Kerksken Dorp,18.0,9450.0,HAALTERT,Oost-Vlaanderen,"buitengevel,naast inkom",Oui-Ja,Oui-Ja,,"18.0 Kerksken Dorp, HAALTERT, Oost-Vlaanderen, Belgium 9450",50.8902903,3.9920928
11929,Appareil fixe-Vast apparaat,Keiberg,73.0,9450.0,HAALTERT,Oost-Vlaanderen,BUITENKAST,Oui-Ja,Oui-Ja,,"73.0 Keiberg, HAALTERT, Oost-Vlaanderen, Belgium 9450",50.8981057,3.9802163
11930,Appareil fixe-Vast apparaat,DRIES,51.0,9450.0,DENDERHOUTEM,Oost-Vlaanderen,BUITENKAST,Oui-Ja,Oui-Ja,,"51.0 DRIES, DENDERHOUTEM, Oost-Vlaanderen, Belgium 9450",50.8754979,3.9905003
11931,Appareil fixe-Vast apparaat,Edestraat ,193.0,9450.0,HAALTERT,Oost-Vlaanderen,BUITENKAST,Oui-Ja,Oui-Ja,,"193.0 Edestraat , HAALTERT, Oost-Vlaanderen, Belgium 9450",50.910128,3.98694
11932,Appareil fixe-Vast apparaat,Huystraat,47.0,9450.0,HAALTERT,Oost-Vlaanderen,Buitenkant inkom voetbal,Oui-Ja,Oui-Ja,,"47.0 Huystraat, HAALTERT, Oost-Vlaanderen, Belgium 9450",50.8916906,4.003398600000001
11933,Appareil fixe-Vast apparaat,Eigenstraat,141.0,9450.0,DENDERHOUTEM,Oost-Vlaanderen,Buitenkant inkom voetbal plein,Oui-Ja,Oui-Ja,,"141.0 Eigenstraat, DENDERHOUTEM, Oost-Vlaanderen, Belgium 9450",50.8847655,4.0271088
11934,Appareil fixe-Vast apparaat,Bergstraat,70.0,9450.0,DENDERHOUTEM,Oost-Vlaanderen,Buitenkant inkom op afspraak hek is gesloten ,Oui-Ja,Oui-Ja,,"70.0 Bergstraat, DENDERHOUTEM, Oost-Vlaanderen, Belgium 9450",50.8826166,3.9860186
11935,Appareil fixe-Vast apparaat,Vondel,14.0,9450.0,DENDERHOUTEM,Oost-Vlaanderen,Buitenkant inkom chalet ,Oui-Ja,Oui-Ja,,"14.0 Vondel, DENDERHOUTEM, Oost-Vlaanderen, Belgium 9450",50.9022768,4.013109
11936,Appareil fixe-Vast apparaat,Rie du Geron,2.0,5300.0,ANDENNE,Namur,/,Oui-Ja,Oui-Ja,,"2.0 Rie du Geron, ANDENNE, Namur, Belgium 5300",50.5034488,5.1209604
11937,Appareil fixe-Vast apparaat,Mechelsestraat,84.0,3000.0,LEUVEN,Vlaams-Brabant,GANG AAN EHBO,Oui-Ja,Oui-Ja,,"84.0 Mechelsestraat, LEUVEN, Vlaams-Brabant, Belgium 3000",50.8841312,4.6982565
11938,Appareil fixe-Vast apparaat,Liefdestraat,10.0,3300.0,TIENEN,Vlaams-Brabant,Ter Dennen na lift,Oui-Ja,Oui-Ja,,"10.0 Liefdestraat, TIENEN, Vlaams-Brabant, Belgium 3300",50.8082305,4.9444945
11939,Appareil fixe-Vast apparaat,Sint- Gabrielstraat,152.0,1770.0,LIEDEKERKE,Vlaams-Brabant,INKOM,Oui-Ja,Oui-Ja,,"152.0 Sint- Gabrielstraat, LIEDEKERKE, Vlaams-Brabant, Belgium 1770",50.8656042,4.0887834
11940,Appareil fixe-Vast apparaat,Oude Muilenstraat,10.0,1770.0,LIEDEKERKE,Vlaams-Brabant,INKOM,Oui-Ja,Oui-Ja,,"10.0 Oude Muilenstraat, LIEDEKERKE, Vlaams-Brabant, Belgium 1770",50.8782908,4.0957231
11941,Appareil fixe-Vast apparaat,grote markt,13.0,8930.0,MENEN,West-Vlaanderen,INKOMHAL ONDER TRAP,Oui-Ja,Oui-Ja,,"13.0 grote markt, MENEN, West-Vlaanderen, Belgium 8930",50.7961731,3.1202409
11942,Appareil fixe-Vast apparaat,Oude Leielaan,83.0,8930.0,MENEN,West-Vlaanderen,Buitenkast inkom sporthal ,Oui-Ja,Oui-Ja,,"83.0 Oude Leielaan, MENEN, West-Vlaanderen, Belgium 8930",50.7950782,3.1194504
11943,Appareil fixe-Vast apparaat,Oude Leielaan,15.0,8930.0,MENEN,West-Vlaanderen,INKOMHAL,Oui-Ja,Oui-Ja,,"15.0 Oude Leielaan, MENEN, West-Vlaanderen, Belgium 8930",50.7950782,3.1194504
11944,Appareil fixe-Vast apparaat,Fabiolalaan,2.0,8930.0,MENEN,West-Vlaanderen,INKOMHAL LIFT,Oui-Ja,Oui-Ja,,"2.0 Fabiolalaan, MENEN, West-Vlaanderen, Belgium 8930",50.7944425,3.1249125
11945,Appareil fixe-Vast apparaat,Stationstraat,,8930.0,MENEN,West-Vlaanderen,INKOMHAL,Oui-Ja,Oui-Ja,," Stationstraat, MENEN, West-Vlaanderen, Belgium 8930",50.798194,3.1170902
11946,Appareil fixe-Vast apparaat,Kloosterstraat,15.0,8940.0,GELUWE,West-Vlaanderen,ACHTERAAN GEBOUW,Oui-Ja,Oui-Ja,,"15.0 Kloosterstraat, GELUWE, West-Vlaanderen, Belgium 8940",50.81233,3.07351
11947,Appareil fixe-Vast apparaat,Koestraat,24.0,8940.0,GELUWE,West-Vlaanderen,INKOM,Oui-Ja,Oui-Ja,,"24.0 Koestraat, GELUWE, West-Vlaanderen, Belgium 8940",50.7742924,3.0299842
11948,Appareil fixe-Vast apparaat,Deken Jonckheerestraat ,,8560.0,WEVELGEM,West-Vlaanderen,INKOMHAL,Oui-Ja,Oui-Ja,," Deken Jonckheerestraat , WEVELGEM, West-Vlaanderen, Belgium 8560",50.8067593,3.1830931
11949,Appareil fixe-Vast apparaat,Deken Jonckheerestraat,,8560.0,WEVELGEM,West-Vlaanderen,SPORTHAL,Oui-Ja,Oui-Ja,," Deken Jonckheerestraat, WEVELGEM, West-Vlaanderen, Belgium 8560",50.8067593,3.1830931
11950,Appareil fixe-Vast apparaat,Akkerstraat,,8750.0,WINGENE,West-Vlaanderen,Buitenkast op afspraak hek is altijd dicht ,Oui-Ja,Oui-Ja,," Akkerstraat, WINGENE, West-Vlaanderen, Belgium 8750",51.04358,3.238962
11951,Appareil fixe-Vast apparaat,Kappellestraat ,,8020.0,OOSTKAMP,West-Vlaanderen,Onthaal 1ste verdieping ,Oui-Ja,Oui-Ja,," Kappellestraat , OOSTKAMP, West-Vlaanderen, Belgium 8020",51.1474398,3.243544
11952,Appareil fixe-Vast apparaat,Dokterjacobstraat,67.0,1070.0,ANDERLECHT,Bruxelles-Brussel,Ingang D-blok sporthal,Oui-Ja,Oui-Ja,,"67.0 Dokterjacobstraat, ANDERLECHT, Bruxelles-Brussel, Belgium 1070",50.8342994,4.3029877
11953,Appareil fixe-Vast apparaat,Sainte-Adresseplein,12.0,1070.0,ANDERLECHT,Bruxelles-Brussel,Inkomhal,Oui-Ja,Oui-Ja,,"12.0 Sainte-Adresseplein, ANDERLECHT, Bruxelles-Brussel, Belgium 1070",50.8384898,4.3049756
11954,Appareil fixe-Vast apparaat,Ninoofsesteenweg,369.0,1070.0,ANDERLECHT,Bruxelles-Brussel,/,Oui-Ja,Oui-Ja,,"369.0 Ninoofsesteenweg, ANDERLECHT, Bruxelles-Brussel, Belgium 1070",50.8477525,4.3088575
11955,Appareil fixe-Vast apparaat,Bij Sint-Jacobs,15.0,9000.0,GENT,Oost-Vlaanderen,In inkomhal rechts achter deur na trap,Oui-Ja,Oui-Ja,,"15.0 Bij Sint-Jacobs, GENT, Oost-Vlaanderen, Belgium 9000",51.0567321,3.7271547
11956,Appareil fixe-Vast apparaat,Oosteindeken,36.0,9160.0,LOKEREN,Oost-Vlaanderen,Buitengevel links aan inkom,Oui-Ja,Oui-Ja,,"36.0 Oosteindeken, LOKEREN, Oost-Vlaanderen, Belgium 9160",51.1508965,3.9742795
11957,Appareil fixe-Vast apparaat,Westhavendam,,4510.0,BRESKENS,Antwerpen,"NIET ANTWERPEN => PROVINCIE ZEELAND IN NEDERLAND
APPARAATLOCATIE: Laatste appartementencomplex in inkom",Oui-Ja,Oui-Ja,," Westhavendam, BRESKENS, Antwerpen, Belgium 4510",51.2213404,4.4051485
11958,Appareil fixe-Vast apparaat,Bedrijvenlaan,9.0,2800.0,MECHELEN,Antwerpen,INKOM RECHTS,Oui-Ja,Oui-Ja,,"9.0 Bedrijvenlaan, MECHELEN, Antwerpen, Belgium 2800",51.0033875,4.4665625
11959,Appareil fixe-Vast apparaat,Chemin de l alouette ,0.0,4190.0,Ferrieres,Liège,Façade ,Oui-Ja,Non-Nee,,"0.0 Chemin de l alouette , Ferrieres, Liège, Belgium 4190",50.4156171,5.6308495
11960,Appareil fixe-Vast apparaat,Les clos ,3.0,4190.0,Ferrières,Liège,façade,Oui-Ja,Non-Nee,,"3.0 Les clos , Ferrières, Liège, Belgium 4190",50.4088334,5.6254428
11961,Appareil fixe-Vast apparaat,Grand Rue,52.0,6530.0,Thuin,Hainaut,Etablissement d Enseignement pour Adultes et de Formation Continue,Oui-Ja,Non-Nee,8h30 - 21h sauf Vendredi de 8h30 - 16h,"52.0 Grand Rue, Thuin, Hainaut, Belgium 6530",50.338936,4.2902149
11962,Appareil fixe-Vast apparaat,Overslag,1.0,9185.0,Wachtebeke,Oost-Vlaanderen,Buitengevel - openbaar domein Vrije Basisschool Sint Laurens - afdeling Overslag,Oui-Ja,Oui-Ja,,"1.0 Overslag, Wachtebeke, Oost-Vlaanderen, Belgium 9185",51.20021,3.88769
11963,Appareil fixe-Vast apparaat,Tussen ‘t Pas,9.0,9000.0,GENT,Oost-Vlaanderen,Gelijkvloers aan de bar,Oui-Ja,Oui-Ja,,"9.0 Tussen ‘t Pas, GENT, Oost-Vlaanderen, Belgium 9000",51.0560452,3.7325393
11964,Appareil fixe-Vast apparaat,Jos Verdegemstraat,100.0,9040.0,SINT-AMANDSBERG,Oost-Vlaanderen,"Gelijkvloers, recht tegenover bar - 0486364499",Oui-Ja,Oui-Ja,,"100.0 Jos Verdegemstraat, SINT-AMANDSBERG, Oost-Vlaanderen, Belgium 9040",51.0561708,3.7549537
11965,Appareil fixe-Vast apparaat,Grote Huidevettershoek,8.0,9000.0,GENT,Oost-Vlaanderen,2e verdieping aan de trappenhal,Oui-Ja,Oui-Ja,,"8.0 Grote Huidevettershoek, GENT, Oost-Vlaanderen, Belgium 9000",51.0493904,3.7275088
11966,Appareil fixe-Vast apparaat,Zandpoortstraat,47.0,9000.0,GENT,Oost-Vlaanderen,Inkom trap,Oui-Ja,Oui-Ja,,"47.0 Zandpoortstraat, GENT, Oost-Vlaanderen, Belgium 9000",51.0497022,3.718619
11967,Appareil fixe-Vast apparaat,Coupure Links,55.0,9000.0,GENT,Oost-Vlaanderen,INKOM WC,Oui-Ja,Oui-Ja,,"55.0 Coupure Links, GENT, Oost-Vlaanderen, Belgium 9000",51.0496222,3.7110476
11968,Appareil fixe-Vast apparaat,Grote Steenweg,,2600.0,BERCHEM,Antwerpen,Frans Van Hombeeckplein,Oui-Ja,Oui-Ja,," Grote Steenweg, BERCHEM, Antwerpen, Belgium 2600",51.1878683,4.4272324
11969,Appareil fixe-Vast apparaat,Jozef Guislainstraat ,,9000.0,GENT,Oost-Vlaanderen,/,Oui-Ja,Oui-Ja,," Jozef Guislainstraat , GENT, Oost-Vlaanderen, Belgium 9000",51.0661706,3.7020871
11970,Appareil fixe-Vast apparaat,HEIZIJDE,,2100.0,DEURNE,Antwerpen,hoek van Dascottelei en Van Den Hautelei,Oui-Ja,Oui-Ja,," HEIZIJDE, DEURNE, Antwerpen, Belgium 2100",51.2203758,4.4595994
11971,Appareil fixe-Vast apparaat,Battelsesteenweg,,2800.0,MECHELEN,Antwerpen,Hoek Kapelleblokstraat en Battelsesteenweg,Oui-Ja,Oui-Ja,," Battelsesteenweg, MECHELEN, Antwerpen, Belgium 2800",51.0338362,4.4568993
11972,Appareil fixe-Vast apparaat,Vorstlaan,23.0,1170.0,WATERMAAL-BOSVOORDE,Bruxelles-Brussel,/,Oui-Ja,Oui-Ja,,"23.0 Vorstlaan, WATERMAAL-BOSVOORDE, Bruxelles-Brussel, Belgium 1170",50.8057269,4.4266179
11973,Appareil fixe-Vast apparaat,Diksmuidestraat,64.0,2300.0,TURNHOUT,Antwerpen,/,Oui-Ja,Oui-Ja,,"64.0 Diksmuidestraat, TURNHOUT, Antwerpen, Belgium 2300",51.3239517,4.9354957
11974,Appareil fixe-Vast apparaat,Vliegveld,37.0,8560.0,GULLEGEM,West-Vlaanderen,INKOM,Oui-Ja,Oui-Ja,,"37.0 Vliegveld, GULLEGEM, West-Vlaanderen, Belgium 8560",50.8194566,3.2079875
11975,Appareil fixe-Vast apparaat,Waterven,12.0,8501.0,BISSEGEM,West-Vlaanderen,INKOM SHOWROOM,Oui-Ja,Oui-Ja,,"12.0 Waterven, BISSEGEM, West-Vlaanderen, Belgium 8501",50.8341429,3.2212298
11976,Appareil fixe-Vast apparaat,Steenstraat,14.0,8501.0,BISSEGEM,West-Vlaanderen,INKOM,Oui-Ja,Oui-Ja,,"14.0 Steenstraat, BISSEGEM, West-Vlaanderen, Belgium 8501",50.8491757,3.2263778
11977,Appareil fixe-Vast apparaat,Kapelanielaan,7.0,9140.0,TEMSE,Oost-Vlaanderen,INKOM,Oui-Ja,Oui-Ja,,"7.0 Kapelanielaan, TEMSE, Oost-Vlaanderen, Belgium 9140",51.1386,4.1817199
11978,Appareil fixe-Vast apparaat,Nora Tilleylaan,42.0,2800.0,MECHELEN,Antwerpen,Inkom cafetaria naast trap,Oui-Ja,Oui-Ja,,"42.0 Nora Tilleylaan, MECHELEN, Antwerpen, Belgium 2800",51.0393653,4.4597547
11979,Appareil fixe-Vast apparaat,Edegemsesteenweg,129.0,2550.0,KONTICH,Antwerpen,/,Oui-Ja,Oui-Ja,,"129.0 Edegemsesteenweg, KONTICH, Antwerpen, Belgium 2550",51.1407654,4.4468822
11980,Appareil fixe-Vast apparaat,Keversstraat,26.0,3700.0,TONGEREN,Limburg,/,Oui-Ja,Oui-Ja,,"26.0 Keversstraat, TONGEREN, Limburg, Belgium 3700",50.783199,5.4611231
